document,paragraph_index,original_text,semplit_umt5_text,semplit_umt5_n_tokens,semplit_umt5_n_tokens_all,semplit_umt5_n_chars,semplit_umt5_n_chars_all,semplit_umt5_n_syllables,semplit_umt5_n_words,semplit_umt5_n_unique_lemmas,semplit_umt5_n_sentences,semplit_umt5_n_other,semplit_umt5_n_nouns,semplit_umt5_n_verbs,semplit_umt5_n_number,semplit_umt5_n_symbols,semplit_umt5_n_adverbs,semplit_umt5_n_articles,semplit_umt5_n_pronouns,semplit_umt5_n_particles,semplit_umt5_n_adjectives,semplit_umt5_n_prepositions,semplit_umt5_n_proper_nouns,semplit_umt5_n_punctuations,semplit_umt5_n_interjections,semplit_umt5_n_coordinating_conjunctions,semplit_umt5_n_subordinating_conjunctions,semplit_umt5_n_active_verbs,semplit_umt5_n_passive_verbs,semplit_umt5_ttr,semplit_umt5_gulpease,semplit_umt5_flesch_vacca,semplit_umt5_lexical_density,semplit_umt5_n_vdb,semplit_umt5_n_vdb_fo,semplit_umt5_n_vdb_au,semplit_umt5_n_vdb_ad,semplit_umt5_semantic_similarity,semplit_umt5_editdistance,semplit_umt5_n_added_tokens,semplit_umt5_n_deleted_tokens,semplit_umt5_n_added_vdb_tokens,semplit_umt5_n_deleted_vdb_tokens
99bdc9fdd8097f067f77cb220074b1b5,33,"architettura informatica per supportare e sostenere in modo strutturato e organizzato l'attuazione delle diverse tipologie di processi e servizi di Telemedicina (Televisita, Teleassistenza, Teleconsulto e Telemonitoraggio). ","L'architettura informatica gestisce e supporta per aiutare e sostenere diversi tipi di servizi di Telemedicina, come la salute, la assistenza, il teleconsulto e il monitoraggio.",26,30,149,153,67,21,19,1,0,7,4,0,0,0,6,0,0,1,4,1,4,0,3,0,4,0,80.76923076923077,43.23076923076923,12.499999999999972,0.46153846153846156,23,19,4,5,82.77594447135925,81,15,15,13,8
99bdc9fdd8097f067f77cb220074b1b5,34,"nuovo modello architetturale per la raccolta, condivisione e utilizzo in tempo reale dei dati prodotti presso i diversi servizi sociosanitari di ambito ospedaliero e territoriale. ","Modificare un sistema che raccoglie, condivide e usare i dati dei servizi sociali negli ospedali e negli uffici del territorio.",20,22,106,108,46,18,17,1,0,6,4,0,0,0,2,1,0,1,4,0,2,0,2,0,4,0,90.0,51.0,36.5,0.55,15,15,0,2,61.3265335559845,97,14,19,10,15
99bdc9fdd8097f067f77cb220074b1b5,35,"È in avanzata fase di realizzazione la Piattaforma Regionale di Telemedicina POHEMA, piattaforma di ""virtual care"", che metterà a disposizione le tecnologie e architetture informatiche necessarie a sviluppare e sostenere i servizi minimi di telemedicina (televisita, teleassistenza, teleconsulto) e i verticali di telemonitoraggio. ","I moduli regionali di Telemedicina POHEMA si occupano di fornire informazioni e strutture informatiche necessarie per sviluppare e sostenere i servizi minimi di telemedicina, come il teleassistenza, i teleconsulti e i telemonitoraggi.",32,35,200,203,92,26,24,1,0,8,4,0,0,0,5,1,0,4,5,2,3,0,3,0,4,0,81.25,35.875,-12.875,0.5,26,23,3,6,81.4166247844696,116,13,23,11,19
99bdc9fdd8097f067f77cb220074b1b5,36,"Tale piattaforma regionale rappresenta lo strumento digitale abilitante mediante il quale poter erogare servizi di telemedicina in modalità controllata e trasversale ai diversi percorsi di diagnosi, cura e assistenza che si sviluppano nell'ambito ospedaliero e territoriale, oltre che lo strumento per avvicinare i cittadini ai servizi sociosanitari del territorio, semplificare l'accesso alle prestazioni e rafforzare la comunicazione con i professionisti, anche in ottica di collaborazione medico-paziente.","Si vuole creare un dispositivo digitale che permette di fornire cure mediche attraverso online, in modo controllato e trasversale ai vari percorsi di diagnosi, cura e assistenza offerti negli ospedali e negli ospedali. Questo strumento aiuta i cittadini a coinvolgere i servizi di assistenza sociale nell'ospedale e nella regione. Per migliorare la comunicazione con i medici e i medici, è importante rendere più facile far comunicare meglio con i medici, anche attraverso collaboramenti medici e psicologici.",77,84,427,434,185,58,52,3,0,21,13,0,0,3,8,2,0,9,15,0,7,0,6,0,13,0,75.32467532467533,45.23376623376623,24.164502164502142,0.5974025974025974,69,62,12,10,71.3349461555481,286,44,38,39,30
99bdc9fdd8097f067f77cb220074b1b5,37,La nuova struttura di progetto ha permesso di avviare già ad oggi la prima fase di sperimentazione per alcune attività in ambiente digitali come sintetizzate nella figura successiva,La nuova struttura ha permesso di iniziare ai primi anni su alcuni lavori in computer come spiegato nella figura successiva.,20,21,104,105,44,20,20,1,0,5,4,0,0,0,2,0,0,3,6,0,1,0,0,0,4,0,100.0,52.0,42.99999999999997,0.6,18,18,0,1,65.99403023719788,74,9,15,8,15
99bdc9fdd8097f067f77cb220074b1b5,38,l'APP ad uso della cittadinanza e degli operatori sanitari è già operativa si stanno verificando le modalità di comunicazione per la diffusione.,L'Unione Europea per le persone con disabilità è già operativa. Nei prossimi anni è stato controllato come comunicare per comunicare.,21,23,112,114,49,18,16,2,0,3,6,0,0,1,2,0,0,2,4,2,2,0,0,1,3,3,85.71428571428571,64.23809523809524,43.833333333333314,0.5714285714285714,17,16,1,0,44.60655152797699,80,14,18,10,15
99bdc9fdd8097f067f77cb220074b1b5,39,"Il Distretto costituisce l'articolazione organizzativo-funzionale dell'Azienda Sanitaria Locale deputata al perseguimento dell'integrazione tra i diversi servizi e le diverse strutture sanitarie e sociosanitarie presenti sul territorio, in modo da assicurare una risposta coordinata e continua ai bisogni della popolazione. ","Il Distretto è l'unità organizzativa e personale dell'Azienda Sanitaria Locale che si occupa di integrarsi tra diversi servizi e strutture sanitarie nel territorio, in modo da garantire una risposta coordinata e continua ai bisogni della gente.",38,40,207,209,88,36,34,1,0,9,5,0,0,0,4,2,0,6,8,1,2,0,3,0,5,0,94.73684210526315,42.421052631578945,17.4736842105263,0.5263157894736842,29,27,1,5,83.45993757247925,110,12,16,9,11
99bdc9fdd8097f067f77cb220074b1b5,40,"Il Distretto costituisce il centro di riferimento per l'accesso a tutti i servizi dell'ASL. È inoltre deputato, anche attraverso la Casa di Comunità, al perseguimento dell'integrazione tra le diverse strutture sanitarie, in modo da assicurare una risposta coordinata e continua ai bisogni della popolazione, l'uniformità dei livelli di assistenza e la pluralità dell'offerta. Il Distretto garantisce inoltre una risposta assistenziale integrata sotto il profilo delle risorse, degli strumenti e delle competenze professionali per determinare una efficace presa in carico della popolazione di riferimento.","Il Distretto è il centro dove si può accedere ai servizi dell'ASL, per garantire un servizio personalizzato e sempre più completo. È anche membro della Casa di Comunità per garantire una risposta costante e costante alle esigenze delle persone. Il Distretto fornisce un'assistenza integrate per garantire che ognuno e tutti i pazienti ricevano cure più adeguate.",58,62,303,307,125,48,39,3,0,12,9,0,0,5,8,2,0,6,9,3,4,0,3,1,9,0,82.75862068965517,52.275862068965516,46.58045977011493,0.5517241379310345,48,42,6,4,70.5224335193634,336,30,50,28,41
99bdc9fdd8097f067f77cb220074b1b5,41,"committenza, ossia la capacità di programmare i servizi da erogare a seguito della valutazione dei bisogni dell'utenza di riferimento anche in relazione alle risorse disponibili. Il Distretto, infatti, su mandato della Direzione Generale della ASL, provvede alla programmazione dei servizi da garantire, alla pianificazione delle innovazioni organizzativo/produttive locali, alle decisioni in materia di logistica, accesso, offerta di servizi, assicurando la fruizione delle prestazioni all'utenza; ","Esenzione, cioè la capacità di pianificare i servizi a base all'ente che gestisce le risorse disponibili. Il Distretto, su mandato della Direzione Generale della ASL, pianifica i servizi per promuovere nuove strategie organizzative e produttive locali, e controlla i servizi disponibili. Inoltre, assicura che le visite agli utenti possano usufruire dei servizi disponibili.",54,62,314,322,133,43,37,3,0,13,8,0,0,1,7,1,0,8,9,3,8,0,3,1,8,0,79.62962962962963,47.51851851851852,27.90740740740742,0.5555555555555556,40,37,3,4,77.05312967300415,244,26,38,20,25
99bdc9fdd8097f067f77cb220074b1b5,42,"produzione, ossia la funzione di erogazione dei servizi sanitari territoriali, caratterizzata da erogazione in forma diretta o indiretta dei servizi sanitari e sociosanitari di cui all'articolo 3 quinquies del decreto legislativo 30 dicembre 1992, n. 502;","Raccolta, cioè la gestione dei servizi sanitari in zone, come richiesto dall'articolo 3 quinquies del decreto legislativo 30 dicembre 1992, n. 502.",23,27,122,126,48,23,22,1,0,9,1,4,0,0,1,0,0,2,4,0,4,0,1,1,1,0,100.0,49.0,47.34782608695653,0.5217391304347826,15,12,3,0,58.08368921279907,111,7,18,6,14
99bdc9fdd8097f067f77cb220074b1b5,43,"garanzia, ossia il compito di assicurare l'accesso ai servizi, l'equità all'utenza attraverso il monitoraggio continuo della qualità dei servizi medesimi, la verifica delle criticità emergenti nella relazione tra i servizi e tra questi e l'utenza finale.",Garantire che i servizi siano sicuri. Questo significa assicurarsi che i servizi siano di buona qualità e che tutti possano ricevere un servizio di buona qualità e controllare se ci sono problemi di salute nella relazione tra i servizi e le persone finali.,43,45,212,214,94,30,27,2,0,10,9,0,0,0,5,3,0,4,5,0,2,0,3,4,9,0,69.76744186046511,53.651162790697676,42.40697674418607,0.5348837209302325,40,40,0,7,68.60185861587524,148,26,28,24,19
99bdc9fdd8097f067f77cb220074b1b5,44,"Con l'obiettivo di consentire una programmazione condivisa, unitaria e coerente in relazione ai bisogni sociosanitari del territorio, il Distretto, inoltre, assicura i servizi di assistenza primaria relativi alle attività sanitarie e sociosanitarie di cui all'articolo 3- quinquies del decreto legislativo 30 dicembre 1992, n. 502, nonché il coordinamento delle proprie attività con quella dei dipartimenti e dei servizi aziendali, inclusi i presidi ospedalieri, inserendole organicamente nel Programma delle attività territoriali, determinando le risorse per l'integrazione socio-sanitaria e le quote, rispettivamente, a carico delle aziende sanitarie e dei comuni e al fine di valorizzare e integrare le risorse delle comunità di riferimento su cui insiste. L'integrazione è il principio cui devono rispondere anche i Programmi delle Attività Territoriali (PAT) e i Piani di Zona (PdZ), individuando nei Piani di Attività Locali (PAL) gli strumenti per la programmazione delle attività sanitarie e sociosanitarie, essendo il Distretto titolare anche dei rapporti con i Comuni o i Municipi. ","Con l'obiettivo di fornire un servizio di assistenza medica e sociosanitarie al territorio, il Distretto fornirà servizi di assistenza primaria per le attività sanitarie e sociosanitarie, come stabilito dall'articolo 3- quinquies del decreto legislativo 30 dicembre 1992, numero 502. Questo servizio include la gestione dei dipartimenti e dei servizi aziendali, inclusi i presidi ospedalieri, in modo da aumentare i suoi servizi e fornire i finanziamenti e le quote, a carico delle aziende sanitarie e dei comuni. Inoltre, l'integrazione è il principio principale per aiutare le comunità coinvolte nell'assistenza sanitaria.",93,103,526,536,220,69,59,3,0,29,10,4,0,1,14,0,0,11,17,0,10,0,6,1,10,0,74.19354838709677,42.11827956989247,21.23655913978493,0.5483870967741935,74,60,16,10,79.82229590415955,501,24,68,22,47
99bdc9fdd8097f067f77cb220074b1b5,45,"Il distretto deve considerarsi non più sede di governo e coordinamento ""amministrativo"" delle reti di servizi territoriali e dei terzi convenzionati, ma ""agenzia di salute"" in grado di affermare e implementare un modello di ""Medicina d'Iniziativa"" in quanto ""modello assistenziale di prevenzione e di gestione delle malattie croniche"" orientato alla promozione della salute, che non aspetta il cittadino in ospedale o in altra struttura sanitaria, ma lo assiste ""in modo proattivo"" già nelle fasi precoci dell'insorgenza o dell'evoluzione della condizione morbosa. ","Il distretto deve essere un luogo dove vengono gestite e coordinate le attività di assistenza nelle reti di servizi territoriali e dei terzi convenzionati, ma ""Agenzia di salute"" che vuole creare un modello di ""Medicina d'Iniziativa"" in quanto aiuta sia i cittadini a ricevere cure con cure meno o in modo proattivo.",53,59,259,265,114,46,43,1,0,15,9,0,0,2,5,2,0,4,11,0,6,0,5,0,7,2,86.79245283018868,45.79245283018868,13.188679245283026,0.5660377358490566,47,43,4,9,78.61908674240112,284,22,42,21,29
99bdc9fdd8097f067f77cb220074b1b5,46,"Il Progetto di Salute è uno strumento di programmazione, gestione e verifica; associa la stratificazione della popolazione alla classificazione del ""bisogno di salute"" indentificando gli standard essenziali delle risposte cliniche socioassistenziali, diagnostiche, riabilitative e di prevenzione. Si attiva all'accesso della persona al SSN, tracciando, orientando e supportando la persona e i professionisti nelle fasi di transizione tra i diversi setting di cura, rende accessibili i diversi Progetti di assistenza individuale integrata (PAI) e Piani Riabilitativi Individuali (PRI) anche attraverso la Centrale Operativa Territoriale (COT) ed i sistemi di e-health. Organizza le informazioni per il Fascicolo sanitario elettronico (FSE) e permette la riprogrammazione delle attività su base periodica in seguito alle valutazioni di processo ed esito in relazione al progetto individuale di salute erogato. I PAI ed eventuali PRI così come tutta la documentazione sanitaria acquisita nell'ambito dell'assistenza territoriale del paziente contribuiscono alla composizione del Progetto di Salute di ciascun individuo. Tali modalità in Basilicata sono perseguite attraverso il Sistema Atlante che utilizza la gestione informatizzata della Valutazione Multidimensionale del paziente cronico e/o fragile mediante l'utilizzo degli strumenti della Suite InterRAI, del NECPAL e di ICF/ICF-CY (quest'ultimo per la classificazione), per la stesura del PAI, integrato tra le diverse componenti sanitarie e sociosanitarie avente come caratteristica principale quella di utilizzare la Suite InterRAI TM e lo strumento NecPal®.","Il Progetto di Salute è un strumento per pianificare, gestire e controllare tutte le persone sulla loro salute. Si concentra sul sistema sanitario nazionale e per individuare tutti i medici nel loro percorso di cura. Si diffonde una valutazione per capire quali pazienti possono essere curati di persona attraverso la Centrale Operativa Territoriale (COT) e i sistemi di e-health. Organizza le informazioni per il Fascicolo sanitario elettronico (FSE) e permette di monitorare regolarmente le attività su base periodica dopo aver valutato in tutto il processo e il risultato del progetto individuale di salute. È importante anche fornire informazioni e supporto alle diverse strutture sanitarie e sociosanitarie. Questo sistema si utilizza la Gestione dei documenti sanitari elettronici e utilizza il Sistema Atlante che garantisce la gestione dei pazienti con problemi cronici e fragili. Queste modalità in Basilicata sono utilizzate da un sistema basato sulla valutazione multidimensionale del paziente cronico o fragilo, utilizzando strumenti come la Suite InterRAI, il NECPAL e i CERCE CR - CY per la classificazione di questi pazienti.",170,186,955,971,410,122,95,7,0,39,24,0,0,2,30,4,0,19,28,11,16,0,12,1,19,5,71.76470588235294,45.1764705882353,24.949579831932787,0.49411764705882355,138,123,16,19,85.76511144638062,819,71,108,57,63
99bdc9fdd8097f067f77cb220074b1b5,47,"La proposta di riorganizzazione, è quella di un Distretto che abbia una ""governance"" forte, tesa a coordinare ed erogare prestazioni sanitarie territoriali rispondenti ai bisogni di salute di una popolazione sempre più anziana e portatrice di pluripatologie. Il Distretto deve realizzare una Committenza condivisa, nella quale, con l'assunzione di responsabilità del Direttore di Distretto, si declina la programmazione dei servizi, l'obiettivo di salute di popolazione, l'integrazione con gli Ambiti sociali, la relazione con il privato accreditato, l'onere di cura con l'area Ospedaliera e le AOR di riferimento, la definizione dei rapporti e delle modalità di partecipazione del volontariato. ","L'idea di riorganizzazione è un Distretto che deve avere un sistema di collaborazione forte per organizzare e fornire servizi sanitari che rispondano alle necessità della popolazione vecchia e portatrice di malattie. Il Distretto deve pianificare i servizi, coinvolgere i cittadini, integrarsi con gli ospedali e fornire cure mediche, coinvolgere l'interno di una comunità accreditata, stabilire le relazioni con altri distretti, stabilire e partecipare.",65,72,385,392,164,49,43,2,0,18,15,0,0,0,10,2,0,6,9,1,7,0,4,0,15,0,75.38461538461539,39.0,9.5,0.6,57,52,6,8,69.47129964828491,374,35,60,29,41
99bdc9fdd8097f067f77cb220074b1b5,48,"Per tale obiettivo il Distretto sanitario ai sensi del Decreto 23 maggio 2022, n. 77 deve essere geograficamente riposizionato in una nuova dimensione demografica, secondo un range di popolazione compreso tra i 100.000 e 180.000 abitanti (nella compatibilità della programmazione territoriale). Ovviamente nella nostra regione sono possibili deroghe che però non devono stravolgere il principio di fondo.","Per questo obiettivo, il Distretto sanitario deve essere in versione nuova, considerando un aumento di circa l'80,000 la popolazione totale, compreso tra i 100.000 e i 180.000 persone, in base alla programmazione del territorio. Per questo obiettivo, in nostra regione ci sono delle problemi che non sono molto importanti.",50,57,267,274,105,43,38,2,0,11,6,3,0,3,10,2,0,4,9,1,7,0,1,0,6,0,86.0,47.6,44.49999999999997,0.48,44,42,2,4,58.90513062477112,191,19,30,17,15
99bdc9fdd8097f067f77cb220074b1b5,49,Organizzazione dei Distretti in base alla popolazione e nel rispetto degli ambiti per garantire omogeneità amministrativa tra ambiti sociali aree programma e Distretto sociosanitario.,"Controllo dei Centri basati sulla popolazione, in base alle loro esigenze e su regole specifiche per assicurare che le attività sociali siano rispettate in modo uniforme e uniforme, tra l'ambito sanitario e quello residenziale di questa zona.",38,41,203,206,88,34,33,1,0,10,4,0,0,0,4,1,0,6,9,0,3,0,3,1,2,2,89.47368421052632,43.473684210526315,17.4736842105263,0.5263157894736842,33,30,3,4,52.59038209915161,143,27,15,23,8
99bdc9fdd8097f067f77cb220074b1b5,50,"Tale suddivisione riduce il numero dei Distretti, oggi esistenti, ma conserva l'omogeneità nella suddivisione per comuni perché somma ma non cambia i confini amministrativi delle aree degli ambiti sociali e delle aree programma, favorendo le politiche di concertazione con la conferenza dei sindaci. ","Si divide il numero di Distretti che ora vengono esistenti e si vede che siano divisi per comuni, ma non cambia i confini amministrativi delle aree sociali e delle aree previsti. Questo cambiamento non cambia la situazione dei comuni e i principi per garantire politiche di concordazione con la conferenza dei sindaci, coinvolgendo le politiche di fusione con la conferenza dei sindaci.",62,66,321,325,132,42,36,2,0,18,10,0,0,3,8,3,0,3,12,0,4,0,4,1,6,4,67.74193548387096,46.903225806451616,36.61290322580646,0.5483870967741935,55,49,6,6,63.125377893447876,194,19,16,18,10
99bdc9fdd8097f067f77cb220074b1b5,51,Gli ambiti sociali conservano pertanto la configurazione attuale nel numero di nove: due cittadini e 7 territoriali coincidenti anche con le aree programma per gli investimenti europei. ,"Le aree sociali continuano a segnare un numero di quattro persone, 7 regioni e 7 zone, che si trovano anche con gli investimenti europei.",24,27,111,114,48,23,22,1,0,6,3,3,0,1,3,2,0,2,3,0,3,0,1,0,3,0,95.83333333333334,55.25,52.0,0.5,22,21,1,3,67.07013845443726,90,12,16,12,13
99bdc9fdd8097f067f77cb220074b1b5,52,"Considerato l'aumento della popolazione di riferimento a cui offrire risposte assistenziali eque ed omogenee, considerate le strutture private accreditate esistenti e le strutture ospedaliere da cui acquistare prestazioni, la Direzione Distrettuale si configura con una capacità operativa rilevante, a cui necessita individuare la rete dell'offerta assistenziale ma anche di renderla ""navigabile"", costruendo relazioni stabili tra i nodi della rete stessa, definendo nuove competenze che sappiano prendersi carico della transizione dell'assistenza nei vari setting, fino alla personalizzazione di una risposta assistenziale basata su Piani Assistenziali Individuali, costruendo relazioni e interdisciplinarietà, superando finanche il concetto di standardizzazione delle cure a favore di una personalizzazione delle stesse. ","Se ci sono luoghi dove offrire servizi per persone diverse, come ospedali privati e ospedali che offrono servizi, la Direzione Distrettuale ha un operatore grande con caratteristiche operative importanti. Quest'obiettivo è stabilire la rete di assistenza e renderla più indirizzata e creare rapporti tra i nodi della rete e definire nuove competenze che seguono il cambiamento di assistenza. A casa dell'assistenza personale si stabilirà anche utilizzando Piani Assistenziali Individuali, prendendo accordi e interdisciplinarietà e superando il concetto di standardizzazione delle cure per rendere la loro personalizzazione.",88,94,533,539,223,71,64,3,0,27,15,0,0,3,9,4,0,11,12,0,6,0,6,1,15,0,80.68181818181817,38.65909090909091,11.950757575757574,0.6363636363636364,76,69,7,11,84.58935022354126,387,43,64,42,44
99bdc9fdd8097f067f77cb220074b1b5,53,"In particolare, rientrano nel livello di assistenza distrettuale, le seguenti attività assistenziali:
- cure primarie; 
- farmaceutica; 
- domiciliare nelle sue varie forme e intensità in risposta al fabbisogno delle persone;
- specialistica ambulatoriale e protesica; 
- riabilitativa; 
- consultoriale, familiare, pediatrica e psicologica; 
- sociosanitaria; 
- dipendenze patologiche; 
- residenziale e semiresidenziale socio sanitaria territoriale","I servizi di assistenza distrettuale rientrano nel livello sanitario distrettuale. Questi servizi includono:<unk>- cure a domicilio;<unk>- cure specialistiche;<unk>- ricovero in vari forme e intensità;<unk>- assistenza specialistica medica;<unk>- assistenza residenziale e semiresidenziale sociosanitaria;<unk>- assistenza residenziale, semiresidenziale sociosanitario.",36,39,331,334,134,27,27,2,0,12,2,0,0,0,3,0,0,10,5,2,3,0,2,0,2,0,75.0,13.722222222222229,-53.944444444444485,0.6666666666666666,21,15,5,5,85.83494424819946,229,15,31,8,17
99bdc9fdd8097f067f77cb220074b1b5,54,"Fermo restando la possibilità che il Direttore Responsabile del Distretto sia una delle professionalità sanitarie o tecniche previste dalla normativa vigente, si ritiene che un Distretto Sanitario debba essere guidato da un Medico con comprovata e documentate esperienza manageriale, in possesso di background di studi e di esperienza e pertanto l'equivalente per titoli e competenze a un direttore sanitario. Il Direttore di Distretto è da considerarsi incarico fiduciario selezionato con le stesse modalità della Direzione sanitaria e non si configura come struttura complessa aziendale. È individuato dal Direttore Generale, a seguito di regolare avviso pubblico tra soggetti in possesso dei requisiti previsti per la Direzione Sanitaria ed è nominato con atto deliberativo motivato per un periodo non superiore a cinque anni, con posizione giuridica equiparata e trattamento economico comparato e comunque non superiore ma inferiore a quello dei Direttori Sanitari aziendali. È oltremodo necessario che il Direttore del Distretto, nella nuova dimensione demografica, sia coadiuvato da un Dirigente Amministrativo e un Dirigente Sanitario con i quali declinare la funzione di Committenza e con i quali costituisce la Direzione Distrettuale che opera secondo un programma, condiviso dal management strategico nelle linee generali. ","Il Direttore Responsabile del Distretto sanitario deve essere guidato da un Medico e ha studi e esperienza manageriali, che hanno più esperienza di managerialità. La Direzione sanitaria deve essere gestita da una persona autorizzata dal Direttore Generale, che ha almeno cinque anni di esperienza e un livello di qualità. Il Direttore Generale è composto da persone che hanno almeno cinque anni di esperienza e possono occuparsi di un'azienda complessa. È necessario che il direttore del Distretto sia coadiado da un team e un dirigente sanitario per un periodo di non superiore a cinque anni, con una buona struttura organizzativa e meno inferiore a quanto altri Direttori Sanitari aziendali. È anche importante che il Direttore del Distretto che funzioni con i suoi poteri finanziari e di un management strategico basato sul management manageriale.",133,141,711,719,302,80,65,5,0,32,20,3,0,7,16,4,0,19,21,2,8,0,7,2,10,10,60.150375939849624,46.81954887218045,31.80601503759396,0.5864661654135338,112,104,9,16,79.99098300933838,736,39,94,33,65
99bdc9fdd8097f067f77cb220074b1b5,55,"Inoltre Il Direttore di Distretto si avvale di una Struttura di Coordinamento delle Attività Distrettuali (UCAD), composta da: 
- direttori delle strutture complesse distrettuali; 
- responsabili delle strutture semplici poste alla diretta dipendenza del direttore di distretto; 
- responsabile delle Case della Comunità 
- responsabile delle COT 
- rappresentanti dei MMG, dei PLS e degli specialisti ambulatoriali convenzionati operanti nel distretto.","Inoltre, il Direttore di Distretto possiede una Struttura di Coordinamento delle Attività Distrettuali che comprende:<unk>- direttori delle strutture complesse distrettuali;<unk>- responsabili delle case della comunità;<unk>- responsabili delle Case della Comunità <unk>- rappresentanti dei medici di malattie croniche, dei pediatri di base e degli specialisti ambulatoriali convenzionati nel distretto.",49,52,353,356,140,40,36,1,0,18,2,0,0,1,2,1,0,6,15,2,4,0,1,0,2,0,81.63265306122449,23.08163265306122,-28.714285714285722,0.5510204081632653,26,21,7,5,92.11134910583496,145,14,20,8,12
99bdc9fdd8097f067f77cb220074b1b5,56,"L'Ufficio di coordinamento delle attività distrettuali UCAD è in staff al Direttore di distretto, con funzioni consultive e propositive in tema di:
- distribuzione delle risorse umane tra le diverse articolazioni organizzative distrettuali coerente ai fabbisogni e compatibile con la dotazione organica complessiva del distretto;
- rapporti interprofessionali, comprese le modalità di integrazione/interrelazione di MMG, PLS, MCA e specialisti ambulatoriali convenzionati; 
- bisogni e percorsi formativi delle diverse professionalità su tematiche di carattere generale; 
- predisposizione del PASD- PAD;
- qualsiasi altra materia il Direttore di Distretto ritenga opportuno sottoporre.","L'Ufficio di coordinamento delle attività distrettuali UCAD ha il compito di trovare le risorse umane tra i diverse strutture organizzative e coordinare per:<unk>- distribuire le risorse umane tra diverse regioni e la capacità del distretto.<unk>- Relazioni con i medici di base, medici di base o medici di famiglia.<unk>- Regole su questioni specifiche, comprese la collaborazione tra medici di famiglia e medici di famiglia.<unk>- Gestire un piano di lavoro specifico per alcune diverse discipline.<unk>- Preparare un piano personalizzato per queste attività.",81,84,479,482,205,53,47,2,0,26,8,0,0,0,13,0,0,9,18,1,5,0,4,0,8,0,65.4320987654321,37.27160493827161,0.9938271604937938,0.5308641975308642,68,65,8,12,59.820759296417236,370,42,50,34,27
99bdc9fdd8097f067f77cb220074b1b5,57,"Sempre in staff al Direttore di distretto deve essere previsto il Comitato per le Medicine di Gruppo Integrate composto dai Referenti delle Medicine di Gruppo Integrate attivate nel territorio distrettuale. Tale Comitato svolge funzioni consultive e propositive al fine di assicurare un collegamento costante tra gli obiettivi e le attività assegnate alle Medicine di Gruppo Integrate e gli obiettivi ed attività aziendali, oltre che fungere da luogo di confronto nella organizzazione delle attività proprie previste nei contratti di esercizio. Le modalità di funzionamento di detto Comitato verranno disciplinate da apposito regolamento aziendale. ","Dopo il direttore di distretto, il Direttore di Distretto deve fare un comitato per le Medicine di Gruppo Integrate composto da punti del Direttore di distretto e da le persone coinvolte. Questo Comitato è gestito dal Direttore di distretto e offre supporto e dibattito per capire quanto siano gli obiettivi e le attività assegnate alle Medicine di Gruppo Integrate e gli obiettivi e le attività aziendali. L'obiettivo del Comitato è quello di collaborare tra le attività previste nei contratti di esercizio, e si serve a confrontare le attività previste nei contratti di esercizio. Le regole stabilite per questo Comitato vengono stabilito da un regolamento aziendale.",106,112,559,565,237,61,52,4,0,30,18,0,0,1,16,2,0,5,24,3,6,0,7,0,14,4,57.54716981132076,47.58490566037736,34.16981132075469,0.5094339622641509,91,77,14,17,81.41130208969116,289,34,39,29,24
99bdc9fdd8097f067f77cb220074b1b5,58,"Secondo le linee di indirizzo della Direzione Aziendale, costruisce reti e relazioni operative con altre articolazioni di altre Aziende, nonché con l'Ambito territoriale di riferimento con il quale definisce per extenso i percorsi di welfare socio-sanitario, in un'ottica di sostenibilità dei servizi, sovrintende ai bisogni sanitari ma anche ai bisogni interni dei propri dipendenti e collaboratori, rendendo congruo il sistema tra domanda e offerta, ricollocando geograficamente i punti di erogazione o centralizzandoli se del caso per migliorarne volumi e qualità, o rendendoli in teleconsulto ove ciò sia praticabile o necessario. In sostanza esprime una ""Visione"" del percorso di assistenza, traccia le coordinate di riferimento sociale, impone il senso di direzione delle azioni e definisce gli obiettivi di salute della sua popolazione, nel tempo, privilegiando principi di equità, prossimità, tempestività, appropriatezza, innovazione, modulando la complessità degli interventi secondo una nuova flessibilità organizzativa che la crisi Covid ci ha imposto di praticare. ","Secondo le linee guida della Direzione Aziendale, assicurerà relazioni con altre aziende e ospedali, insieme ad altri enti collegati. In questo modo, si propone di organizzare i servizi di assistenza ai cittadini e ai loro dipendenti e collaboratori. Definisce gli obiettivi di salute della popolazione, come assicurare un benessere costante, migliorando la qualità, riducendo i punti di erogazione e ampliando i canali di consegna o centrali, se necessari, oppure per migliorare la qualità o migliorare le prestazioni. Inoltre, dà una visione del percorso di assistenza in modo chiaro e efficace, fornisce soluzioni in ambito sociale e coordina i criteri sociali, si impegna a pianificare cosa fare, che rispettino le regole della società e individua i obiettivi di salute per la sua popolazione, al tempo, cercando di gestire tutte le azioni e migliorare l'efficacia degli interventi per ridurre i tempi e la complessità dei trattamenti. Per raggiungere gli obiettivi della salute della popolazione, si impegna a migliorare il modo in cui vengono curati e pianificati, in modo organizzato e di innovare.",171,192,915,936,399,112,93,5,0,49,28,0,0,1,25,5,0,12,35,0,21,0,14,2,26,2,65.49707602339181,44.26315789473684,20.13333333333331,0.5263157894736842,151,138,14,25,75.53080320358276,637,78,77,70,50
